text,label
Placement of left ventriculostomy via twist drill.  Massive intraventricular hemorrhage with hydrocephalus and increased intracranial pressure.,1
"DDDR permanent pacemaker, insertion of a steroid-eluting screw in right atrial lead, insertion of a steroid-eluting screw in right ventricular apical lead, pulse generator insertion, model Sigma,",1
Adenoidectomy.  Adenoid hypertrophy.  The McIvor mouth gag was placed in the oral cavity and the tongue depressor applied.,1
Pelvic Pain and vaginal discharge,0
A 47-year-old white female presents with concern about possible spider bite to the left side of her neck.,0
Gastroscopy.  Dysphagia and globus.  No evidence of inflammation or narrowing to explain her symptoms.,1
"Screening colonoscopy.  Tiny polyps.   If adenomatous, repeat exam in five years.",1
MRI report Cervical Spine (Chiropractic Specific),1
Insertion of central venous line and arterial line and transesophageal echocardiography probe.,1
Adenoidectomy.  Adenoid hypertrophy.  The McIvor mouth gag was placed in the oral cavity and the tongue depressor applied.,1
Consultation for evaluation of thrombocytopenia.,0
"Myoview nuclear stress study.  Angina, coronary artery disease.  Large fixed defect, inferior and apical wall, related to old myocardial infarction.",0
"A 7-year-old white male started to complain of pain in his fingers, elbows, and neck.  This patient may have had reactive arthritis.",1
"Malignant mass of the left neck, squamous cell carcinoma.  Left neck mass biopsy and selective surgical neck dissection, left.",1
Preop evaluation regarding gastric bypass surgery.,1
"Dietary consultation for hyperlipidemia, hypertension, gastroesophageal reflux disease and weight reduction.",0
"Global aphasia.  The patient is referred to Medical Center's Outpatient Rehabilitation Department for skilled speech therapy, status post stroke.",0
"Positive peptic ulcer disease.  Gastritis.  Esophagogastroduodenoscopy with photography and biopsy.   The patient had a history of peptic ulcer disease, epigastric abdominal pain x2 months, being evaluated at this time for ulcer disease.",1
Sample progress note - Gen Med.,0
MRI T-spine: Metastatic Adenocarcinoma of the T3-T4 vertebrae and invading the spinal canal.,0
"Dilatation and curettage (D&C) and Laparoscopic ablation of endometrial implants.  Pelvic pain, hypermenorrhea, and mild pelvic endometriosis.",1
Neurologic consultation was requested to assess and assist with seizure medication.,1
Common description of colonoscopy,1
Anterior cervical discectomy with decompression and arthrodesis with anterior interbody fusion.  Spinal instrumentation using Pioneer 18-mm plate and four 14 x 4.3 mm screws (all titanium).,1
"Gastrostomy, a 6-week-old with feeding disorder and Down syndrome.",1
"Excision of Dupuytren disease of the right hand extending out to the proximal interphalangeal joint of the little finger.  The patient is a 51-year-old male with left Dupuytren disease, which is causing contractions both at the metacarpophalangeal and the PIP joint as well as significant discomfort.",1
"Left buttock abscess, status post incision and drainage.   Recommended some local wound care",0
"Flexible sigmoidoscopy.  Sigmoid and left colon diverticulosis; otherwise, normal flexible sigmoidoscopy to the proximal descending colon.",1
"Incision and drainage and excision of the olecranon bursa, left elbow.  Acute infected olecranon bursitis, left elbow.",1
Small internal hemorrhoids and Ileal colonic anastomosis.,1
Endoscopic proximal shunt revision.,1
"Seizure, hypoglycemia, anemia, dyspnea, edema. colon cancer status post right hemicolectomy, hospital-acquired pneumonia, 
and congestive heart failure.",0
"The patient was originally hospitalized secondary to dizziness and disequilibrium.  Extensive workup during her first hospitalization was all negative, but a prominent feature was her very blunted affect and real anhedonia.",0
"CT Brain to evaluate episodic mental status change, RUE numbness, chorea, and calcification of Basal Ganglia (globus pallidi).",0
"A 23-month-old girl has a history of reactive airway disease, is being treated on an outpatient basis for pneumonia, presents with cough and fever.",1
"Reason for ICU followup today is acute anemia secondary to upper GI bleeding with melena with dropping hemoglobin from 11 to 8, status post transfusion of 2 units PRBCs with EGD performed earlier today by Dr. X of Gastroenterology confirming diagnosis of ulcerative esophagitis, also for continuing chronic obstructive pulmonary disease exacerbation with productive cough, infection and shortness of breath.",1
"Tailor's bunion, right foot.  Removal of bone, right fifth metatarsal head.",1
Pacemaker ICD interrogation.  Severe nonischemic cardiomyopathy with prior ventricular tachycardia.,1
"Left Heart Catheterization.  Chest pain, coronary artery disease, prior bypass surgery.  Left coronary artery disease native.  Patent vein graft with obtuse marginal vessel and also LIMA to LAD.  Native right coronary artery is patent, mild disease.",1
"An 86-year-old female with persistent abdominal pain, nausea and vomiting, during evaluation in the emergency room, was found to have a high amylase, as well as lipase count and she is being admitted for management of acute pancreatitis.",0
Total abdominal hysterectomy and bilateral salpingo-oophorectomy.,1
"A right-handed female with longstanding intermittent right low back pain, who was involved in a motor vehicle accident with no specific injury at that time.",1
The patient is a 4-month-old who presented with supraventricular tachycardia and persistent cyanosis.,0
"A 71-year-old female who I am seeing for the first time.  She has a history of rheumatoid arthritis for the last 6 years.  She is not on DMARD, but as she recently had a surgery followed by a probable infection.",0
Insertion of a #8 Shiley tracheostomy tube.  A #10-blade scalpel was used to make an incision approximately 1 fingerbreadth above the sternal notch.  Dissection was carried down using Bovie electrocautery to the level of the trachea.,1
Overactive bladder with microscopic hematuria.,0
"This is a pleasant 50-year-old female who has undergone an APR secondary to refractory ulcerative colitis.  Overall, her quality of life has significantly improved since she had her APR.  She is functioning well with her ileostomy.",0
The patient had spraying of urine and ballooning of the foreskin with voiding.,1
Inguinal hernia hydrocele repair.,1
"Myocardial perfusion study at rest and stress, gated SPECT wall motion study at stress and calculation of ejection fraction.",1
"Palpitations, possibly related to anxiety. Fatigue. Loose stools with some green color and also some nausea.",0
"Normal review of systems template.  Negative weakness, negative fatigue, native malaise, negative chills, negative fever, negative night sweats, negative allergies.",0
Youngswick osteotomy with internal screw fixation of the first right metatarsophalangeal joint of the right foot.,1
Complaint of mood swings and tearfulness.,0
The patient was referred for an outpatient speech and language pathology consult to increase speech and swallowing abilities.  The patient is currently NPO with G-tube to meet all of his hydration and nutritional needs.  A trial of Passy-Muir valve was completed to allow the patient to achieve hands-free voicing.,0
"Bunionectomy with distal first metatarsal osteotomy and internal screw fixation, right foot.  Proximal interphalangeal joint arthroplasty, bilateral fifth toes.  Distal interphalangeal joint arthroplasty, bilateral third and fourth toes.   Flexor tenotomy, bilateral third toes.",1
Placement of right new ventriculoperitoneal (VP) shunts Strata valve and to removal of right frontal Ommaya reservoir.,1
"Laparoscopic tubal sterilization, tubal coagulation.",1
"The patient is a 53-year-old woman with history of hypertension, diabetes, and depression.  Serotonin syndrome secondary to high doses of Prozac and atypical chest pain with myocardial infarction ruled out.",0
"Left ear cartilage graft, repair of nasal vestibular stenosis using an ear cartilage graft, cosmetic rhinoplasty, left inferior turbinectomy.",1
Common CT C-Spine template,0
Viral gastroenteritis.  Patient complaining of the onset of nausea and vomiting after she drank lots of red wine.  She denies any sore throat or cough.  She states no one else at home has been ill.,0
Insertion of a left subclavian Tesio hemodialysis catheter and surgeon-interpreted fluoroscopy.,1
"Chief complaint of chest pain, previously diagnosed with hyperthyroidism.",0
"New diagnosis of non-small cell lung cancer stage IV metastatic disease.  At this point, he and his wife ask about whether this is curable disease and it was difficult to inform that this was not curable disease but would be treatable.",0
"Nasal septal reconstruction, bilateral submucous resection of the inferior turbinates, and bilateral outfracture of the inferior turbinates.  Chronic nasal obstruction secondary to deviated nasal septum and inferior turbinate hypertrophy.",1
Cervical Selective Nerve Root Block,1
A 45-year-old white male with a history of schizophrenia and AIDS.  He was admitted for disorganized and assaultive behaviors while off all medications for the last six months.,0
Care conference with family at the bedside and decision to change posture of care from aggressive full code status to terminal wean with comfort care measures in a patient with code last night with CPR and advanced cardiac life support.,0
Tracheotomy for patient with respiratory failure.,1
Insertion of a Port-A-Catheter via the left subclavian vein approach under fluoroscopic guidance in a patient with ovarian cancer.,1
Chest tube talc pleurodesis of the right chest.,1
"Hospice care for a 41-year-old man with the AIDS complicated with recent cryptococcal infection, disseminated MAC and Kaposi's sarcoma.",1
"Salvage cystectomy (very difficult due to postradical prostatectomy and postradiation therapy to the pelvis), Indiana pouch continent cutaneous diversion, and omental pedicle flap to the pelvis.",1
"Patient with wrist pain and swelling, status post injury.",1
MRI - Right temporal lobe astrocytoma.,0
Pain management for post-laminectomy low back syndrome and radiculopathy.,0
The patient is being referred for evaluation of diabetic retinopathy.,0
"Negative for any nausea, vomiting, fevers, chills, or weight loss.",0
"Phacoemulsification of cataract, extraocular lens implant in left eye.",1
Central line insertion.  Empyema thoracis and need for intravenous antibiotics.,1
Transesophageal Echocardiogram.  A woman admitted to the hospital with a large right MCA CVA causing a left-sided neurological deficit incidentally found to have atrial fibrillation on telemetry.,0
"An 84-year-old woman with a history of hypertension, severe tricuspid regurgitation with mild pulmonary hypertension, mild aortic stenosis, and previously moderate mitral regurgitation.",0
"Chest x-ray on admission, no acute finding, no interval change.  CT angiography, negative for pulmonary arterial embolism.  Chronic obstructive pulmonary disease exacerbation improving, on steroids and bronchodilators.",0
Patient with significant angina with moderate anteroapical ischemia on nuclear perfusion stress imaging only.  He has been referred for cardiac catheterization.,1
Right foot series after a foot injury.,0
"The patient is a 17-year-old female, who presents to the emergency room with foreign body and airway compromise and was taken to the operating room.  She was intubated and fishbone.",0
H&P for a female with Angina pectoris.,0
"Coronary artery disease, prior bypass surgery.  The patient has history of elevated PSA and BPH.  He had a prior prostate biopsy and he recently had some procedure done, subsequently developed urinary tract infection, and presently on antibiotic.  From cardiac standpoint, the patient denies any significant symptom except for fatigue and tiredness.",0
"Pneumonia in the face of fairly severe Crohn disease with protein-losing enteropathy and severe malnutrition with anasarca.  He also has anemia and leukocytosis, which may be related to his Crohn disease as well as his underlying pneumonia.",0
"Exploratory laparotomy, resection of small bowel lesion, biopsy of small bowel mesentery, bilateral extended pelvic and iliac lymphadenectomy (including preaortic and precaval, bilateral common iliac, presacral, bilateral external iliac lymph nodes), salvage radical cystoprostatectomy (very difficult due to previous chemotherapy and radiation therapy), and continent urinary diversion with an Indiana pouch.",1
"Type 1 diabetes mellitus, insulin pump requiring.  Chronic kidney disease, stage III.  Sweet syndrome, hypertension, and dyslipidemia.",0
"Chronic kidney disease, stage IV, secondary to polycystic kidney disease.  Hypertension, which is finally better controlled.  Metabolic bone disease and anemia.",0
Chronic obstructive pulmonary disease (COPD) exacerbation and acute bronchitis.,0
Echocardiogram and Doppler,0
"Patient with a history of coronary artery disease, congestive heart failure, COPD, hypertension, and renal insufficiency.",1
Decompressive left lumbar laminectomy C4-C5 and C5-C6 with neural foraminotomy. Posterior cervical fusion C4-C5.  Songer wire.  Right iliac bone graft.,1
A 51-year-old female with left shoulder pain and restricted external rotation and abduction x 6 months.,0
"Patient with a diagnosis of pancreatitis, developed hypotension and possible sepsis and respiratory, as well as renal failure.",0
Chiropractic IME with old files review.  Detailed Thoracic Spine Examination.,0
Left retrosigmoid craniotomy and excision of acoustic neuroma.,1
"Severe back pain and sleepiness.  The patient, because of near syncopal episode and polypharmacy, almost passed out for about 3 to 4 minutes with a low blood pressure.",0
The patient has NG tube in place for decompression.,0
An example/template for a routine normal male physical exam.,0
"Esophagoscopy with removal of foreign body.   Esophageal foreign body, no associated comorbidities are noted.",1
"Progressive low-grade glioma, now more than 20 years since initially diagnosed.  She is status post craniotomy for debulking and has done well with the surgery.",1
"Total knee replacement.  A midline incision was made, centered over the patella.  Dissection was sharply carried down through the subcutaneous tissues.  A median parapatellar arthrotomy was performed.",1
"Echocardiographic Examination Report.   Angina and coronary artery disease.  Mild biatrial enlargement, normal thickening of the left ventricle with mildly dilated ventricle and EF of 40%, mild mitral regurgitation, diastolic dysfunction grade 2, mild pulmonary hypertension.",0
Patient scheduled for laparoscopic gastric bypass.,1
"History of abdominal pain, obstipation, and distention with nausea and vomiting - paralytic ileus and mechanical obstruction.",0
A 12-year-old young man with sinus congestion.,0
Bronchoscopy for hypoxia and increasing pulmonary secretions,1
"Neurogenic bladder, in a patient catheterizing himself 3 times a day, changing his catheter 3 times a week",0
"Bilateral augmentation mammoplasty, breast implant, TCA peel to lesions, vein stripping.",1
The patient presents for a followup for history of erythema nodosum.,1
"Dilation and curettage (D&C), laparoscopy, and harmonic scalpel ablation of lesion which is suspicious for endometriosis.  Chronic pelvic pain, hypermenorrhea, desire for future fertility, failed conservative medical therapy, possible adenomyosis, left hydrosalpinx, and suspicion for endometriosis.",1
"Fiberoptic bronchoscopy with endobronchial biopsies.  A CT scan done of the chest there which demonstrated bilateral hilar adenopathy with extension to the subcarinal space as well as a large 6-cm right hilar mass, consistent with a primary lung carcinoma.",1
"Phacoemulsification and extracapsular cataract extraction with intraocular lens implantation, right eye.",1
"Patient went out partying last night and drank two mixed drinks last night and then over the course of the evening after midnight, the patient ended up taking a total of six Ecstasy tablets.",0
"Anterior spine fusion from T11-L3.  Posterior spine fusion from T3-L5.  Posterior spine segmental instrumentation from T3-L5, placement of morcellized autograft and allograft.",1
CT scan of the abdomen and pelvis with contrast to evaluate abdominal pan.,0
Patient suffered from morbid obesity for many years and made multiple attempts at nonsurgical weight loss without success.,1
An example/template for a routine normal male ROS.,0
Neurologic examination sample.,0
Right undescended testicle.  Orchiopexy & Herniorrhaphy.,1
"Total hip replacement.  An incision was made, centered over the greater trochanter.  Dissection was sharply carried down through the subcutaneous tissues.",1
PICC line insertion,1
2-D M-Mode. Doppler.,0
The patient was admitted approximately 3 days ago with increasing shortness of breath secondary to pneumonia.  Pulmonary Medicine Associates have been contacted to consult in light of the ICU admission.,0
Anterior cervical discectomy and removal of herniated disk and osteophytes and decompression of spinal cord and bilateral nerve root decompression.  Harvesting of autologous bone from the vertebral bodies.  Grafting of allograft bone for creation of arthrodesis.,1
Suction-assisted lipectomy - lipodystrophy of the abdomen and thighs.,0
"Cystoscopy under anesthesia, bilateral HIT/STING with Deflux under general anesthetic.",1
Occupational medicine consult with questions-answers.,0
"A middle-aged white female undergoing autologous stem cell transplant for multiple myeloma, now with paroxysmal atrial fibrillation.",0
"The patient with longstanding bilateral arm pain, which is predominantly in the medial aspect of arms and hands, as well as left hand numbness, worse at night and after doing repetitive work with left hand.",1
"Newly diagnosed high-risk acute lymphoblastic leukemia; extensive deep vein thrombosis, and pharmacologic thrombolysis following placement of a vena caval filter.",1
Patient with back and hip pain.,0
"The patient had several episodes where she felt like her face was going to twitch, which she could suppress it with grimacing movements of her mouth and face.",0
Insertion of a #8 Shiley tracheostomy tube.  A #10-blade scalpel was used to make an incision approximately 1 fingerbreadth above the sternal notch.  Dissection was carried down using Bovie electrocautery to the level of the trachea.,1
"A neuropsychological evaluation to assess neuropsychological factors, clarify areas of strength and weakness, and to assist in therapeutic program planning in light of episodes of syncope.",0
Coronary Artery CTA with Calcium Scoring and Cardiac Function,0
Nephrology office visit for followup of CKD.,0
Letter on evaluation regarding extraction of mandibular left second molar tooth #18.,0
Sample/template for a normal male multisystem exam.,0
"Lumbar discogram L2-3, L3-4, L4-5, and L5-S1.  Low back pain.",0
"Questionable foreign body, right nose.  Belly and back pain.   Mild constipation.",0
Common Excretory Urogram - IVP template,0
"New patient consultation - Low back pain, degenerative disc disease, spinal stenosis, diabetes, and history of prostate cancer status post radiation.",0
Sepsis due to urinary tract infection.,0
"Sigmoidoscopy performed for evaluation of anemia, gastrointestinal Bleeding.",1
Complaint of left otalgia (serous otitis) and headache.  History of atopic dermatitis.,0
Symptomatic thyroid goiter.  Total thyroidectomy.,0
"Trigger finger release.  A longitudinal incision was made over the digit's A1 pulley.  Dissection was carried down to the flexor sheath with care taken to identify and protect the neurovascular bundles.  The sheath was opened under direct vision with a scalpel, and then a scissor was used to release it under direct vision from the proximal extent of the A1 pulley to just proximal to the proximal digital crease.",1
Intrauterine pregnancy at term with previous cesarean.   Desired sterilization.  Status post repeat low transverse cesarean and bilateral tubal ligation.,0
One-week history of decreased vision in the left eye.  Past ocular history includes cataract extraction with lens implants in both eyes.,0
"Irritable baby, 6-week-old, with fever for approximately 24 hours.",1
Sample progress note - Gen Med.,0
"Her cervix on admission was not ripe, so she was given a dose of Cytotec 25 mcg intravaginally and in the afternoon, she was having frequent contractions and fetal heart tracing was reassuring.  At a later time, Pitocin was started.",1
MRI left knee without contrast.,1
Comes in complaining that he was stung by a Yellow Jacket Wasp yesterday and now has a lot of swelling in his right hand and right arm.,0
"Spontaneous vaginal delivery.   Term pregnancy at 40 and 3/7th weeks.  On evaluation of triage, she was noted to be contracting approximately every five minutes and did have discomfort with her contractions.",1
3-Dimensional Simulation.  This patient is undergoing 3-dimensionally planned radiation therapy in order to adequately target structures at risk while diminishing the degree of exposure to uninvolved adjacent normal structures.,0
A 21-year-old female was having severe cramping and was noted to have a blighted ovum with her first ultrasound in the office.,1
Dobutrex stress test for abnormal EKG,1
Chiropractic IME with old files review.  Detailed Thoracic Spine Examination.,0
Patient admitted after an extensive workup for peritoneal carcinomatosis from appendiceal primary.,0
Fractional dilatation and curettage,1
"Appendicitis, nonperforated.  Appendectomy.  A transverse right lower quadrant incision was made directly over the point of maximal tenderness.",1
Injection of Morton's neuroma.,1
CT of chest with contrast.  Abnormal chest x-ray demonstrating a region of consolidation versus mass in the right upper lobe.,1
MRI Brain - Right frontal white matter infarct in patient with Anticardiolipin antibody syndrome and SLE.,0
"Chronic venous hypertension with painful varicosities, lower extremities, bilaterally.  Greater saphenous vein stripping and stab phlebectomies requiring 10 to 20 incisions, bilaterally.",1
The patient is having recurrent attacks of imbalance rather than true vertigo following the history of head trauma and loss of consciousness.  Symptoms are not accompanied by tinnitus or deafness.,0
Desires permanent sterilization.  Laparoscopic bilateral tubal occlusion with Hulka clips.,1
Left temporal craniotomy and removal of brain tumor.,1
The patient is a 61-year-old female who was treated with CyberKnife therapy to a right upper lobe stage IA non-small cell lung cancer.  CyberKnife treatment was completed one month ago.  She is now being seen for her first post-CyberKnife treatment visit.,0
Scarf bunionectomy procedure of the first metatarsal of the left foot.  Hallux abductovalgus deformity with bunion of the left foot.,1
"Cystourethroscopy, bilateral retrograde pyelogram, and transurethral resection of bladder tumor of 1.5 cm in size.  Recurrent bladder tumor and history of bladder carcinoma.",1
MRI left knee without contrast.,0
"Hairline biplanar temporal browlift, quadrilateral blepharoplasty, canthopexy, cervical facial rhytidectomy with purse-string SMAS elevation with submental lipectomy.",0
"Pars plana vitrectomy, membrane peel, 23-gauge, right eye.",1
Phacoemulsification with posterior chamber intraocular lens implant in the right eye.,1
Normal vasectomy,1
"Bilateral augmentation mammoplasty, breast implant, TCA peel to lesions, vein stripping.",0
"Comprehensive annual health maintenance examination, dyslipidemia, tinnitus in left ear, and hemorrhoids.",0
Debridement of left lateral foot ulcer with excision of infected and infarcted interosseous space muscle tendons and fat.  Sharp excision of left distal foot plantar fascia.,1
Sample/template for a normal male multisystem exam.,0
"A female who has pain in her legs at nighttime that comes and goes, radiates from her buttocks to her legs, sometimes in her ankle.",0
"Patient was confused, had garbled speech, significantly worse from her baseline, and had decreased level of consciousness.",0
Ligament reconstruction and tendon interposition arthroplasty of right wrist.,1
"The patient with recurrent nongranulomatous anterior iritis and most recently, pain in  left eye associated with headache and photophobia.",0
Laparoscopic right salpingooophorectomy.  Right pelvic pain and ovarian mass.  Right ovarian cyst with ovarian torsion.,1
MRI Cervical Spine without contrast.,0
"Laparoscopic right inguinal herniorrhaphy with mesh, as well as a circumcision.   Recurrent right inguinal hernia, as well as phimosis.",1
Cauterization of peri and intra-anal condylomas.  Extensive perianal and intra-anal condyloma which are likely represent condyloma acuminata.,1
Repair of bilateral cleft of the palate with vomer flaps.,1
"CT abdomen without contrast and pelvis without contrast, reconstruction.",1
Transesophageal echocardiogram due to vegetation and bacteremia. Normal left ventricular size and function.  Echodensity involving the aortic valve suggestive of endocarditis and vegetation. Doppler study as above most pronounced being moderate-to-severe aortic insufficiency.,0
The patient was referred due to concerns regarding behavioral acting out as well as encopresis.,0
"This is a 69-year-old white woman with Huntington disease, who presents with the third suicide attempt in the past two months.",1
"She is a 79-year-old female who came in with acute cholecystitis and underwent attempted laparoscopic cholecystectomy 8 days ago.  The patient has required conversion to an open procedure due to difficult anatomy.  Her postoperative course has been lengthened due to a prolonged ileus, which resolved with tetracycline and Reglan.  The patient is starting to improve, gain more strength.  She is tolerating her regular diet.",0
Probable Coumadin hypersensitivity.,0
Patient comes for discussion of a screening colonoscopy.,1
Ultrasound examination of the scrotum due to scrotal pain.  Duplex and color flow imaging as well as real time gray-scale imaging of the scrotum and testicles was performed.,0
"Closed head injury with evidence of axonal injury vs. vascular injury to the left substantia nigra, right subdural hematoma and possible subarachnoid hemorrhage, vascular/ischemic injury in the right occipital lobe-right basal ganglia/caudate nucleus-right frontal lobe, and right temporal lobe contusion.",0
Ophthalmology followup visit note.,0
HDR Brachytherapy,0
"Female referred for evaluation of an abnormal colposcopy, low-grade Pap with suspicious high-grade features.",0
"Chiropractic Evaluation - Patient with ankle, cervical, and thoracic sprain/strain.",0
Chest CT - Thymoma and history of ocular myasthenia gravis.,0
"Gastrointestinal bleed, source undetermined, but possibly due to internal hemorrhoids.  Poor prep with friable internal hemorrhoids, but no gross lesions, no source of bleed.",0
Complex Regional Pain Syndrome Type I.  Stellate ganglion RFTC (radiofrequency thermocoagulation)  left side and interpretation of Radiograph.,1
"Coronary artery bypass surgery and aortic stenosis.  Transthoracic echocardiogram was performed of technically limited quality.  Concentric hypertrophy of the left ventricle with left ventricular function.  Moderate mitral regurgitation.  Severe aortic stenosis, severe.",0
"Visually significant posterior capsule opacity, right eye.  YAG laser posterior capsulotomy, right eye.",1
Nerve conduction screen demonstrates borderline median sensory and borderline distal median motor responses in both hands.   The needle EMG examination is remarkable for rather diffuse active denervation changes in most muscles of the right upper and right lower extremity tested.,0
Questionable need for antibiotic therapy for possible lower extremity cellulitis.,0
"Aortic stenosis.   Insertion of a Toronto stentless porcine valve, cardiopulmonary bypass, and cold cardioplegia arrest of the heart.",1
"A ight-handed inpatient with longstanding history of cervical spinal stenosis status post decompression, opioid dependence, who has had longstanding low back pain radiating into the right leg.",0
"Upper respiratory illness with apnea, possible pertussis.  a one plus-month-old female with respiratory symptoms for approximately a week prior to admission.  This involved cough, post-tussive emesis, and questionable fever.",0
Psychiatric Consultation of patient with altered mental status.,0
"Patient with end-stage renal disease secondary to hypertension, a reasonable candidate for a kidney transplantation.",0
Patient has a past history of known hyperthyroidism and a recent history of atrial fibrillation and congestive cardiac failure with an ejection fraction of 20%-25%.,0
A sample note on RICE Therapy,1
Patient presents for treatment of suspected rheumatoid arthritis.,0
"Lightheaded, dizziness, and palpitation.  This morning, the patient experienced symptoms of lightheaded, dizziness, felt like passing out; however, there was no actual syncope.  During the episode, the patient describes symptoms of palpitation and fluttering of chest.  She relates the heart was racing.  By the time when she came into the Emergency Room, her EKG revealed normal sinus rhythm.  No evidence of arrhythmia.",0
Patient has prostate cancer with metastatic disease to his bladder.  The patient has had problems with hematuria in the past.  The patient was encouraged to drink extra water and was given discharge instructions on hematuria.,0
Nissen fundoplication.   A 2 cm midline incision was made at the junction of the upper two-thirds and lower one-third between the umbilicus and the xiphoid process.,1
"Pars plana vitrectomy, pars plana lensectomy, exploration of exit wound, closure of perforating corneal scleral laceration involving uveal tissue, air-fluid exchange, C3F8 gas, and scleral buckling, right eye.",1
MRI Head W&WO Contrast.,0
Discharge summary of a patient presenting with a large mass aborted through the cervix.,0
Noncontrast CT head due to seizure disorder.,0
Left little finger extensor tendon laceration.  Repair of left little extensor tendon.,1
The patient has NG tube in place for decompression.,0
"Left and right coronary system cineangiography, cineangiography of SVG to OM and LIMA to LAD.  Left ventriculogram and aortogram.  Percutaneous intervention of the left circumflex and obtuse marginal branch with plano balloon angioplasty unable to pass stent.",1
"Problems with seizures, hemiparesis, has been to the hospital, developed C-diff, and is in the nursing home currently.",0
"Excision of capsular mass and arthrotomy with ostectomy of lateral femoral condyle, right knee.  Soft tissue mass and osteophyte lateral femoral condyle, right knee.",1
Death summary of an 80-year-old patient with a history of COPD.,0
Patient with dysphagia.,1
Patient with dysphagia.,1
Patient with fever of unknown origin.,0
Occupational medicine consult with questions-answers and records review.,0
"Left elbow pain.  Fracture of the humerus, spiral.  Possible nerve injuries to the radial and median nerve, possibly neurapraxia.",0
"Followup diabetes mellitus, type 1.",0
"Repeat low-transverse cesarean section via Pfannenstiel incision.  Intrauterine pregnancy at 39 and 1/7th weeks.  Previous cesarean section, refuses trial of labor.  Fibroid uterus, oligohydramnios, and nonreassuring fetal heart tones.",1
"Open reduction and internal fixation, high grade Frykman VIII distal radius fracture.",1
Right iliopsoas hematoma with associated femoral neuropathy following cardiac catherization.,0
The patient with continued problems with her headaches.,0
"A female with a past medical history of chronic kidney disease, stage 4; history of diabetes mellitus; diabetic nephropathy; peripheral vascular disease, status post recent PTA of right leg, admitted to the hospital because of swelling of the right hand and left foot.",0
"Pain and swelling in the right foot, peroneal tendon tear.",0
"Headache, improved.  Intracranial aneurysm.",1
A 63-year-old man with a dilated cardiomyopathy presents with a chief complaint of heart failure.  He has noted shortness of breath with exertion and occasional shortness of breath at rest.,1
Patient with a diagnosis of stroke.,0
Plantar fascitis/heel spur syndrome.  The patient was given injections of 3 cc 2:1 mixture of 1% lidocaine plain with dexamethasone phospate.,1
Phacoemulsification with intraocular lens placement.  A wire speculum was placed in the eye and then a clear corneal paracentesis site was made inferiorly with a 15-degree blade.,1
"Cervical, lumbosacral, thoracic spine flexion and extension to evaluate back and neck pain.",1
CT REPORT - Soft Tissue Neck,1
MRI Brain and Brainstem - Falling (Multiple System Atrophy),0
An example/template for a routine normal male physical exam.,0
"Bilateral L5, S1, S2, and S3 radiofrequency ablation for sacroiliac joint pain.  Fluoroscopy was used to identify the bony landmarks of the sacrum and the sacroiliac joints and the planned needle approach.  The skin, subcutaneous tissue, and muscle within the planned approach were anesthetized with 1% Lidocaine.",1
"Achilles tendon rupture, left lower extremity.  Primary repair left Achilles tendon.  The patient was stepping off a hilo at work when he felt a sudden pop in the posterior aspect of his left leg.  The patient was placed in posterior splint and followed up at ABC orthopedics for further care.",1
Acute cholecystitis.  Laparoscopic cholecystectomy.  The abdominal area was prepped and draped in the usual sterile fashion.  A small skin incision was made below the umbilicus.  It was carried down in the transverse direction on the side of her old incision.  It was carried down to the fascia.,1
"A 60% total body surface area flame burns, status post multiple prior excisions and staged graftings.  Epidermal autograft on Integra to the back and application of allograft to areas of the lost Integra, not grafted on the back.",1
Newly diagnosed cholangiocarcinoma.  The patient is noted to have an increase in her liver function tests on routine blood work.  Ultrasound of the abdomen showed gallbladder sludge and gallbladder findings consistent with adenomyomatosis.,0
Recurrent anterior dislocating left shoulder.  Arthroscopic debridement of the left shoulder with attempted arthroscopic Bankart repair followed by open Bankart arthroplasty of the left shoulder.,1
"First-degree and second-degree burns, right arm secondary to hot oil spill - Workers' Compensation industrial injury.",0
"C5-C6 anterior cervical discectomy, allograft fusion, and anterior plating.",1
Patient with a past medical history of a left L5-S1 lumbar microdiskectomy with complete resolution of left leg symptoms.,1
Left arm and hand numbness.  CT head without contrast.  Noncontrast axial CT images of the head were obtained with 5 mm slice thickness.,0
Mediastinal exploration and delayed primary chest closure.  The patient is a 12-day-old infant who has undergone a modified stage I Norwood procedure with a Sano modification.,1
"Left heart catheterization, bilateral selective coronary angiography, saphenous vein graft angiography, left internal mammary artery angiography, and left ventriculography.",1
"Chronic eustachian tube dysfunction, chronic otitis media with effusion, recurrent acute otitis media, adenoid hypertrophy.",1
Endoscopic carpal tunnel release and de Quervain's release. Left carpal tunnel syndrome and de Quervain's tenosynovitis.,1
"Echocardiogram for aortic stenosis.  Transthoracic echocardiogram was performed of adequate technical quality.  Concentric hypertrophy of the left ventricle with normal function.  Doppler study as above, most pronounced being moderate aortic stenosis, valve area of 1.1 sq. cm",0
"Dilation and curettage (D&C), hysteroscopy, and laparoscopy with right salpingooophorectomy and aspiration of cyst fluid.  Thickened endometrium and tamoxifen therapy, adnexal cyst, endometrial polyp, and right ovarian cyst.",1
Creation of right brachiocephalic arteriovenous fistula.,1
Aortic valve replacement using a mechanical valve and two-vessel coronary artery bypass grafting procedure using saphenous vein graft to the first obtuse marginal artery and left radial artery graft to the left anterior descending artery.,1
MRI head without contrast.,1
Sports physical with normal growth and development.,0
